model,node_id,true_class,predicted_class,confidence
GraphSAGE,1148,10,10,0.6067376
GraphSAGE,1149,2,2,0.87247735
GraphSAGE,1150,16,16,0.8836074
GraphSAGE,1151,30,30,0.930157
GraphSAGE,1152,24,24,0.3122507
GraphSAGE,1153,16,16,0.89953613
GraphSAGE,1154,16,16,0.9593949
GraphSAGE,1155,36,36,0.58688855
GraphSAGE,1156,16,16,0.78418434
GraphSAGE,1157,20,20,0.8593067
GraphSAGE,1158,16,16,0.7956267
GraphSAGE,1159,24,16,0.46972904
GraphSAGE,1160,24,16,0.6757175
GraphSAGE,1161,27,27,0.71961206
GraphSAGE,1162,4,4,0.80764747
GraphSAGE,1163,24,24,0.90922004
GraphSAGE,1164,11,11,0.31485796
GraphSAGE,1165,9,34,0.65288293
GraphSAGE,1166,16,16,0.928439
GraphSAGE,1167,6,31,0.17765398
GraphSAGE,1168,4,4,0.34057343
GraphSAGE,1170,16,16,0.9303227
GraphSAGE,1171,16,16,0.9038678
GraphSAGE,1172,16,16,0.78216743
GraphSAGE,1173,10,27,0.561379
GraphSAGE,1174,24,24,0.7284637
GraphSAGE,1175,10,10,0.50400704
GraphSAGE,1176,30,30,0.4742601
GraphSAGE,1177,10,10,0.9382179
GraphSAGE,1178,16,16,0.91439855
GraphSAGE,1179,30,30,0.918233
GraphSAGE,1180,8,8,0.88681996
GraphSAGE,1181,28,28,0.8326622
GraphSAGE,1182,24,24,0.89730835
GraphSAGE,1183,34,34,0.8693086
GraphSAGE,1184,34,34,0.5906784
GraphSAGE,1185,6,3,0.27223146
GraphSAGE,1186,24,24,0.3384146
GraphSAGE,1187,5,4,0.83103615
GraphSAGE,1189,24,16,0.709022
GraphSAGE,1190,24,16,0.5514491
GraphSAGE,1191,30,30,0.9543787
GraphSAGE,1192,2,24,0.27917293
GraphSAGE,1193,16,16,0.9275498
GraphSAGE,1194,2,2,0.5529849
GraphSAGE,1195,24,26,0.82769364
GraphSAGE,1196,4,4,0.44871238
GraphSAGE,1197,6,10,0.7623629
GraphSAGE,1198,34,34,0.8802256
GraphSAGE,1199,16,16,0.9263183
GraphSAGE,1200,34,26,0.47880575
GraphSAGE,1201,24,24,0.45816886
GraphSAGE,1202,30,30,0.9558678
GraphSAGE,1203,27,27,0.7373917
GraphSAGE,1204,16,16,0.94770414
GraphSAGE,1205,16,16,0.9197792
GraphSAGE,1206,8,24,0.5274818
GraphSAGE,1207,22,2,0.47165146
GraphSAGE,1208,24,24,0.5983546
GraphSAGE,1209,39,20,0.7092291
GraphSAGE,1210,10,16,0.6973232
GraphSAGE,1211,30,10,0.5767982
GraphSAGE,1212,24,2,0.76224923
GraphSAGE,1213,26,34,0.29751077
GraphSAGE,1214,24,10,0.738777
GraphSAGE,1215,24,16,0.63769734
GraphSAGE,1216,24,30,0.8370456
GraphSAGE,1217,30,16,0.47211218
GraphSAGE,1218,24,24,0.7472507
GraphSAGE,1219,36,36,0.965389
GraphSAGE,1220,24,24,0.77176255
GraphSAGE,1221,30,30,0.8226359
GraphSAGE,1222,24,24,0.5002865
GraphSAGE,1223,16,16,0.83779037
GraphSAGE,1224,16,16,0.95246136
GraphSAGE,1225,24,24,0.56028354
GraphSAGE,1226,30,30,0.38776737
GraphSAGE,1227,11,10,0.6431304
GraphSAGE,1228,34,34,0.939754
GraphSAGE,1229,28,28,0.49910355
GraphSAGE,1230,27,16,0.48364785
GraphSAGE,1231,16,16,0.7676974
GraphSAGE,1232,16,22,0.28197142
GraphSAGE,1233,38,38,0.86962295
GraphSAGE,1234,16,16,0.91736466
GraphSAGE,1235,24,24,0.7825718
GraphSAGE,1236,16,16,0.77922165
GraphSAGE,1237,18,13,0.75256944
GraphSAGE,1238,16,16,0.6827168
GraphSAGE,1239,24,24,0.8775641
GraphSAGE,1240,16,16,0.91187775
GraphSAGE,1241,16,16,0.74841565
GraphSAGE,1242,5,24,0.64519453
GraphSAGE,1243,28,28,0.80811644
GraphSAGE,1244,24,24,0.34093696
GraphSAGE,1245,34,24,0.6600348
GraphSAGE,1246,16,16,0.949527
GraphSAGE,1247,31,30,0.92167
GraphSAGE,1248,27,27,0.31940982
GraphSAGE,1249,16,16,0.9226878
GraphSAGE,1250,23,23,0.57162714
GraphSAGE,1251,16,16,0.97171855
GraphSAGE,1252,16,16,0.904008
GraphSAGE,1253,16,16,0.85071105
GraphSAGE,1254,24,10,0.56434315
GraphSAGE,1255,24,10,0.5219632
GraphSAGE,1256,16,16,0.92460436
GraphSAGE,1257,24,24,0.56173253
GraphSAGE,1258,24,16,0.64182603
GraphSAGE,1259,16,24,0.72173256
GraphSAGE,1260,24,24,0.9070266
GraphSAGE,1261,25,25,0.73464787
GraphSAGE,1262,39,34,0.92348003
GraphSAGE,1263,8,28,0.9181204
GraphSAGE,1264,30,16,0.8771674
GraphSAGE,1265,24,24,0.8050262
GraphSAGE,1266,5,5,0.7432938
GraphSAGE,1267,2,2,0.9341106
GraphSAGE,1268,9,9,0.87602454
GraphSAGE,1269,28,28,0.97739726
GraphSAGE,1270,16,16,0.7592983
GraphSAGE,1271,7,24,0.26821965
GraphSAGE,1272,27,27,0.9608607
GraphSAGE,1273,28,28,0.85620767
GraphSAGE,1274,31,30,0.2962272
GraphSAGE,1275,28,28,0.9690672
GraphSAGE,1276,30,30,0.8413715
GraphSAGE,1277,4,4,0.8166646
GraphSAGE,1278,11,24,0.5787762
GraphSAGE,1279,34,34,0.8732919
GraphSAGE,1280,16,13,0.52055955
GraphSAGE,1281,30,30,0.75167346
GraphSAGE,1282,28,28,0.8846818
GraphSAGE,1283,16,16,0.86658335
GraphSAGE,1284,28,28,0.622499
GraphSAGE,1285,15,15,0.32539523
GraphSAGE,1286,24,10,0.6335442
GraphSAGE,1287,4,4,0.5951118
GraphSAGE,1288,27,27,0.3936368
GraphSAGE,1289,24,10,0.61741
GraphSAGE,1290,4,5,0.54305243
GraphSAGE,1291,16,16,0.8516971
GraphSAGE,1292,10,10,0.38536984
GraphSAGE,1293,28,28,0.44046503
GraphSAGE,1294,25,25,0.2920393
GraphSAGE,1295,24,19,0.6774502
GraphSAGE,1296,36,36,0.9817514
GraphSAGE,1297,11,24,0.30557597
GraphSAGE,1298,16,16,0.8624384
GraphSAGE,1299,16,16,0.95545614
GraphSAGE,1300,9,37,0.46601328
GraphSAGE,1301,2,2,0.45111388
GraphSAGE,1302,16,16,0.54868716
GraphSAGE,1303,15,13,0.7554117
GraphSAGE,1304,28,28,0.84254587
GraphSAGE,1305,24,30,0.68847525
GraphSAGE,1306,4,16,0.4395738
GraphSAGE,1307,36,36,0.8898809
GraphSAGE,1308,5,5,0.9557317
GraphSAGE,1309,29,8,0.3873762
GraphSAGE,1310,27,27,0.887059
GraphSAGE,1311,16,16,0.94763243
GraphSAGE,1312,24,24,0.9276067
GraphSAGE,1313,24,24,0.3673664
GraphSAGE,1314,10,10,0.5969875
GraphSAGE,1315,34,34,0.90221786
GraphSAGE,1316,24,24,0.7707539
GraphSAGE,1317,34,34,0.8627843
GraphSAGE,1318,30,30,0.9750182
GraphSAGE,1319,16,16,0.52998006
GraphSAGE,1320,16,16,0.951802
GraphSAGE,1321,34,26,0.5145907
GraphSAGE,1322,30,30,0.9049537
GraphSAGE,1323,30,30,0.9759226
GraphSAGE,1324,16,16,0.86914253
GraphSAGE,1325,24,24,0.7522489
GraphSAGE,1327,24,24,0.58407277
GraphSAGE,1328,16,16,0.9183212
GraphSAGE,1329,16,16,0.6181709
GraphSAGE,1330,20,20,0.6597368
GraphSAGE,1707,27,27,0.43073893
GraphSAGE,1833,4,26,0.45278773
GraphSAGE,1874,34,34,0.4603382
GraphSAGE,1875,16,16,0.927489
GraphSAGE,1912,16,16,0.9796887
GraphSAGE,1921,23,23,0.89181876
GraphSAGE,1930,30,30,0.9164796
GraphSAGE,1938,16,16,0.9259937
GraphSAGE,1940,28,28,0.86627424
GraphSAGE,1944,16,16,0.4284011
GraphSAGE,1956,18,4,0.728837
GraphSAGE,1958,16,16,0.84869206
GraphSAGE,1965,8,4,0.9026736
GraphSAGE,1978,31,24,0.2284088
GraphSAGE,1980,4,4,0.81843126
GraphSAGE,1984,30,30,0.9354924
GraphSAGE,1985,16,16,0.71726847
GraphSAGE,1991,20,20,0.85268277
GraphSAGE,1993,24,24,0.67216516
GraphSAGE,1995,37,31,0.5093195
GraphSAGE,1996,30,30,0.85856897
GraphSAGE,1997,24,24,0.38910303
GraphSAGE,1998,5,16,0.82157445
GraphSAGE,1999,24,24,0.9497733
GraphSAGE,2000,31,31,0.57696384
GraphSAGE,2001,16,16,0.9696166
GraphSAGE,2002,16,16,0.8993475
GraphSAGE,2003,24,24,0.80052465
GraphSAGE,2004,16,16,0.8641368
GraphSAGE,2005,16,16,0.8350117
GraphSAGE,2006,16,16,0.90848064
GraphSAGE,2007,16,16,0.8715296
GraphSAGE,2008,8,8,0.82480335
GraphSAGE,2009,8,28,0.6396192
GraphSAGE,2010,8,8,0.89838904
GraphSAGE,2011,30,30,0.950934
GraphSAGE,2012,16,16,0.8362597
GraphSAGE,2013,5,5,0.7587263
GraphSAGE,2014,28,28,0.9572304
GraphSAGE,2015,37,37,0.85537624
GraphSAGE,2016,4,4,0.59234595
GraphSAGE,2017,34,34,0.44229805
GraphSAGE,2018,26,26,0.76199883
GraphSAGE,2019,36,26,0.5632056
GraphSAGE,2020,9,34,0.6458853
GraphSAGE,2021,24,13,0.3962673
GraphSAGE,2022,5,32,0.36555034
GraphSAGE,2023,10,27,0.6813418
GraphSAGE,2024,32,5,0.29445544
GraphSAGE,2025,36,4,0.57380956
GraphSAGE,2026,1,1,0.51817
GraphSAGE,2027,27,27,0.75487113
GraphSAGE,2028,28,28,0.5956704
GraphSAGE,2029,26,26,0.91501164
GraphSAGE,2030,27,27,0.76884854
GraphSAGE,2031,16,24,0.5090531
GraphSAGE,2032,16,16,0.91871756
GraphSAGE,2033,16,16,0.8310043
GraphSAGE,2034,5,5,0.59133625
GraphSAGE,2035,16,16,0.42851824
GraphSAGE,2036,16,16,0.853911
GraphSAGE,2037,27,16,0.7824216
GraphSAGE,2038,8,8,0.93187463
GraphSAGE,2039,36,5,0.26916367
GraphSAGE,2041,16,16,0.46320948
GraphSAGE,2042,24,24,0.7156306
GraphSAGE,2043,16,16,0.67885405
GraphSAGE,2044,30,30,0.8237717
GraphSAGE,2045,16,16,0.812291
GraphSAGE,2046,28,28,0.89701855
GraphSAGE,2047,16,16,0.87878036
GraphSAGE,2048,24,16,0.70920527
GraphSAGE,2049,39,34,0.2981462
GraphSAGE,2050,16,16,0.9245571
GraphSAGE,2051,24,10,0.5216764
GraphSAGE,2052,16,16,0.8530062
GraphSAGE,2053,24,24,0.44967273
GraphSAGE,2054,24,24,0.7501561
GraphSAGE,2055,29,5,0.3950569
GraphSAGE,2056,16,16,0.83783376
GraphSAGE,2057,30,30,0.8140039
GraphSAGE,2058,24,24,0.5993628
GraphSAGE,2059,24,10,0.48606473
GraphSAGE,2060,16,16,0.38536796
GraphSAGE,2061,30,30,0.71268415
GraphSAGE,2062,16,30,0.3345485
GraphSAGE,2063,16,16,0.6943261
GraphSAGE,2064,16,16,0.89523107
GraphSAGE,2065,8,8,0.9722588
GraphSAGE,2066,30,30,0.97075975
GraphSAGE,2067,34,34,0.8852606
GraphSAGE,2068,24,24,0.4181741
GraphSAGE,2069,4,4,0.889322
GraphSAGE,2070,31,31,0.5979768
GraphSAGE,2071,24,16,0.48364937
GraphSAGE,2072,5,32,0.211756
GraphSAGE,2073,24,16,0.66976404
GraphSAGE,2074,24,10,0.49503806
GraphSAGE,2075,16,16,0.94231945
GraphSAGE,2076,16,16,0.8972255
GraphSAGE,2078,36,36,0.91277164
GraphSAGE,2079,8,10,0.4266649
GraphSAGE,2080,16,16,0.9254428
GraphSAGE,2081,24,24,0.6053303
GraphSAGE,2082,4,28,0.782537
GraphSAGE,2083,33,10,0.3394383
GraphSAGE,2084,24,24,0.62059796
GraphSAGE,2085,10,30,0.7049562
GraphSAGE,2086,28,28,0.63619065
GraphSAGE,2087,16,16,0.7374291
GraphSAGE,2088,36,36,0.95326924
GraphSAGE,2089,22,10,0.5070421
GraphSAGE,2090,30,30,0.76186687
GraphSAGE,2091,10,23,0.2673386
GraphSAGE,2092,24,30,0.6893715
GraphSAGE,2093,24,24,0.8824875
GraphSAGE,2095,16,16,0.33086672
GraphSAGE,2096,24,24,0.81483036
GraphSAGE,2097,24,16,0.3992917
GraphSAGE,2098,24,10,0.48495826
GraphSAGE,2099,16,16,0.9420365
GraphSAGE,2100,19,28,0.49292967
GraphSAGE,2101,4,4,0.59736294
GraphSAGE,2102,24,4,0.387351
GraphSAGE,2103,24,24,0.495517
GraphSAGE,2104,10,10,0.57621485
GraphSAGE,2105,24,16,0.5638304
GraphSAGE,2106,30,30,0.95360017
GraphSAGE,2107,4,4,0.8809085
GraphSAGE,2108,24,24,0.708752
GraphSAGE,2109,28,28,0.9431719
GraphSAGE,2110,24,24,0.5736996
GraphSAGE,2111,16,16,0.8455259
GraphSAGE,2112,16,16,0.8202719
GraphSAGE,2117,16,16,0.54746515
GraphSAGE,2128,24,16,0.732007
GraphSAGE,2156,30,30,0.97330713
GraphSAGE,2158,24,24,0.83942664
GraphSAGE,2182,24,24,0.45498684
GraphSAGE,2184,16,16,0.903658
GraphSAGE,2187,23,24,0.21641685
GraphSAGE,2202,37,37,0.4871633
GraphSAGE,2208,30,30,0.8303329
GraphSAGE,2218,20,20,0.6037216
GraphSAGE,2231,20,20,0.69801086
GraphSAGE,2243,30,30,0.956604
GraphSAGE,2244,28,28,0.43436307
GraphSAGE,2245,16,16,0.4788741
GraphSAGE,2250,16,16,0.9265941
GraphSAGE,2259,2,2,0.8011864
GraphSAGE,2262,24,24,0.42257956
GraphSAGE,2266,26,26,0.9274049
GraphSAGE,2278,39,5,0.7141142
GraphSAGE,2293,26,26,0.96926403
GraphSAGE,2294,34,34,0.6037006
GraphSAGE,2298,2,2,0.5437582
GraphSAGE,2318,30,30,0.9512191
GraphSAGE,2321,10,10,0.5255183
GraphSAGE,2347,30,30,0.93047595
GraphSAGE,2366,8,8,0.3784269
GraphSAGE,2367,30,30,0.91981936
GraphSAGE,2368,16,16,0.96738565
GraphSAGE,2378,16,16,0.96608615
GraphSAGE,2379,29,5,0.5182202
GraphSAGE,2381,16,16,0.8060395
GraphSAGE,2383,10,10,0.91835546
GraphSAGE,2384,24,16,0.6095599
GraphSAGE,2386,28,24,0.47900558
GraphSAGE,2387,34,34,0.7067732
GraphSAGE,2388,32,34,0.32173055
GraphSAGE,2389,24,13,0.41919407
GraphSAGE,2390,6,37,0.93597984
GraphSAGE,2391,16,24,0.36920068
GraphSAGE,2392,16,16,0.9410746
GraphSAGE,2393,16,16,0.93487227
GraphSAGE,2394,9,9,0.67929304
GraphSAGE,2395,16,16,0.8429569
GraphSAGE,2396,24,16,0.45877856
GraphSAGE,2397,34,34,0.51558924
GraphSAGE,2398,16,16,0.80637485
GraphSAGE,2402,24,10,0.8597828
GraphSAGE,2403,30,30,0.8411054
GraphSAGE,2404,38,38,0.94959885
GraphSAGE,2405,10,10,0.6350192
GraphSAGE,2408,16,16,0.8819341
GraphSAGE,2409,24,24,0.5325121
GraphSAGE,2410,24,17,0.14566112
GraphSAGE,2411,30,30,0.9839918
GraphSAGE,2412,24,24,0.5561893
GraphSAGE,2413,30,30,0.90877104
GraphSAGE,2414,16,16,0.8780165
GraphSAGE,2415,16,16,0.9193483
GraphSAGE,2416,16,16,0.8758274
GraphSAGE,2417,23,23,0.21336213
GraphSAGE,2418,16,24,0.55570364
GraphSAGE,2419,4,4,0.83155906
GraphSAGE,2420,5,5,0.8698749
GraphSAGE,2421,31,30,0.5767642
GraphSAGE,2422,4,8,0.77129024
GraphSAGE,2423,24,24,0.6344831
GraphSAGE,2424,24,24,0.6636476
GraphSAGE,2425,3,3,0.62351674
GraphSAGE,2426,24,30,0.9584186
GraphSAGE,2427,16,16,0.9225925
GraphSAGE,2428,6,6,0.5072753
GraphSAGE,2429,24,24,0.8180335
GraphSAGE,2430,24,30,0.60011464
GraphSAGE,2431,2,2,0.39788887
GraphSAGE,2432,30,30,0.77565694
GraphSAGE,2433,16,16,0.9228432
GraphSAGE,2434,2,10,0.96773607
GraphSAGE,2435,23,8,0.86304593
GraphSAGE,2436,16,16,0.93340105
GraphSAGE,2437,16,16,0.94954586
GraphSAGE,2438,4,4,0.8816603
GraphSAGE,2439,30,30,0.87855065
GraphSAGE,2440,13,16,0.74064
GraphSAGE,2441,16,16,0.82746935
GraphSAGE,2442,16,16,0.9183525
GraphSAGE,2443,16,16,0.8667574
GraphSAGE,2444,30,30,0.85413027
GraphSAGE,2445,10,27,0.4784757
GraphSAGE,2446,23,24,0.39551064
GraphSAGE,2447,16,16,0.9253199
GraphSAGE,2448,34,34,0.55682933
GraphSAGE,2449,36,36,0.9085347
GraphSAGE,2451,30,30,0.78377354
GraphSAGE,2452,16,16,0.9190109
GraphSAGE,2453,27,27,0.7228081
GraphSAGE,2454,27,27,0.9757465
GraphSAGE,2455,24,10,0.24080454
GraphSAGE,2456,10,10,0.62544036
GraphSAGE,2457,8,8,0.872006
GraphSAGE,2458,24,13,0.3620895
GraphSAGE,2459,4,4,0.46271053
GraphSAGE,2460,16,16,0.7650439
GraphSAGE,2461,28,24,0.5508471
GraphSAGE,2462,16,16,0.7099465
GraphSAGE,2463,27,27,0.9609368
GraphSAGE,2464,36,36,0.50294626
GraphSAGE,2465,27,27,0.33246
GraphSAGE,2466,16,16,0.87544733
GraphSAGE,2467,24,26,0.46830365
GraphSAGE,2468,24,24,0.41155759
GraphSAGE,2469,28,28,0.93609434
GraphSAGE,2471,24,24,0.7293485
GraphSAGE,2472,34,34,0.7894306
GraphSAGE,2473,28,28,0.7849363
GraphSAGE,2474,36,36,0.98269
GraphSAGE,2475,15,5,0.7936801
GraphSAGE,2476,11,10,0.36227623
GraphSAGE,2477,24,24,0.7713647
GraphSAGE,2478,28,9,0.2764034
GraphSAGE,2479,24,10,0.46593738
GraphSAGE,2480,16,16,0.91675097
GraphSAGE,2481,24,24,0.656858
GraphSAGE,2482,3,3,0.5184012
GraphSAGE,2483,24,16,0.82285553
GraphSAGE,2484,27,27,0.5223935
GraphSAGE,2485,16,16,0.9188162
GraphSAGE,2486,16,16,0.91593736
GraphSAGE,2487,25,25,0.6301787
GraphSAGE,2488,24,24,0.35837895
GraphSAGE,2489,26,26,0.9656596
GraphSAGE,2490,24,24,0.6282683
GraphSAGE,2491,27,27,0.52260906
GraphSAGE,2492,27,16,0.92327774
GraphSAGE,2493,24,10,0.21356533
GraphSAGE,2494,1,16,0.94277436
GraphSAGE,2495,16,16,0.88566744
GraphSAGE,2496,24,16,0.6404443
GraphSAGE,2497,5,5,0.33875173
GraphSAGE,2498,24,24,0.7247086
GraphSAGE,2499,2,2,0.49781376
GraphSAGE,2500,16,16,0.37569767
GraphSAGE,2501,5,28,0.403452
GraphSAGE,2502,13,19,0.20723866
GraphSAGE,2503,28,28,0.94781893
GraphSAGE,2504,31,31,0.8251672
GraphSAGE,2505,16,16,0.91360044
GraphSAGE,2506,23,2,0.74123234
GraphSAGE,2507,27,27,0.9935847
GraphSAGE,2508,16,16,0.69917196
GraphSAGE,2509,28,28,0.7915176
GraphSAGE,2510,27,27,0.34088096
GraphSAGE,2511,4,4,0.45024732
GraphSAGE,2512,16,16,0.7436295
GraphSAGE,2513,16,16,0.96557826
GraphSAGE,2514,27,27,0.83307457
GraphSAGE,2515,10,36,0.9202044
GraphSAGE,2516,2,2,0.79760486
GraphSAGE,2517,18,13,0.5135545
GraphSAGE,2518,4,8,0.54543954
GraphSAGE,2519,34,34,0.7736456
GraphSAGE,2520,34,34,0.40654188
GraphSAGE,2521,30,30,0.96100456
GraphSAGE,2522,34,34,0.57590926
GraphSAGE,2523,24,16,0.7388678
GraphSAGE,2524,16,16,0.9145693
GraphSAGE,2525,16,30,0.5628532
GraphSAGE,2526,27,27,0.92210746
GraphSAGE,2527,16,16,0.58588123
GraphSAGE,2528,24,16,0.22445926
GraphSAGE,2529,16,16,0.8304988
GraphSAGE,2530,16,16,0.7722069
GraphSAGE,2531,16,16,0.91121787
GraphSAGE,2532,34,34,0.39870265
GraphSAGE,2533,16,24,0.5248111
GraphSAGE,2534,31,31,0.6791305
GraphSAGE,2535,28,28,0.94758093
GraphSAGE,2536,24,24,0.47124946
GraphSAGE,2537,2,2,0.7347439
GraphSAGE,2538,10,16,0.3738999
GraphSAGE,2539,24,10,0.44057277
GraphSAGE,2540,3,10,0.6101853
GraphSAGE,2541,31,26,0.69460535
GraphSAGE,2542,8,8,0.15329044
GraphSAGE,2543,16,16,0.93993795
GraphSAGE,2544,16,16,0.6093816
GraphSAGE,2545,26,16,0.94157135
GraphSAGE,2546,24,24,0.7525398
GraphSAGE,2547,16,16,0.8761881
GraphSAGE,2548,28,28,0.9541646
GraphSAGE,2549,16,16,0.8892892
GraphSAGE,2550,8,8,0.87449825
GraphSAGE,2551,9,9,0.74536747
GraphSAGE,2552,25,30,0.389997
GraphSAGE,2553,16,16,0.9422565
GraphSAGE,2554,24,16,0.6121667
GraphSAGE,2555,16,16,0.5248049
GraphSAGE,2556,8,8,0.6082132
GraphSAGE,2557,8,26,0.49785063
GraphSAGE,2558,23,23,0.8356374
GraphSAGE,2559,24,16,0.37579644
GraphSAGE,2560,7,5,0.44471544
GraphSAGE,2561,25,25,0.86221015
GraphSAGE,2562,28,28,0.7045325
GraphSAGE,2563,4,4,0.74325526
GraphSAGE,2564,16,16,0.5153759
GraphSAGE,2565,27,27,0.6254024
GraphSAGE,2566,19,2,0.28642926
GraphSAGE,2567,24,30,0.77875227
GraphSAGE,2568,8,8,0.80883116
GraphSAGE,2569,30,30,0.92910033
GraphSAGE,2570,4,16,0.9220795
GraphSAGE,2571,24,24,0.24406725
GraphSAGE,2572,16,16,0.90340203
GraphSAGE,2573,24,16,0.4473302
GraphSAGE,2574,24,24,0.41904634
GraphSAGE,2575,30,16,0.9269674
GraphSAGE,2576,36,36,0.7016869
GraphSAGE,2577,16,16,0.94909185
GraphSAGE,2578,16,16,0.8334999
GraphSAGE,2579,10,10,0.56068623
GraphSAGE,2580,16,16,0.8046365
GraphSAGE,2581,26,26,0.72126603
GraphSAGE,2582,16,16,0.9276271
GraphSAGE,2583,24,24,0.79346275
GraphSAGE,2584,28,28,0.87421846
GraphSAGE,2585,16,16,0.89394575
GraphSAGE,2586,28,28,0.9131087
GraphSAGE,2588,24,24,0.6685622
GraphSAGE,2589,30,30,0.38650885
GraphSAGE,2590,4,4,0.68676335
GraphSAGE,2591,5,24,0.2433564
GraphSAGE,2592,26,26,0.946524
GraphSAGE,2593,38,30,0.7931051
GraphSAGE,2594,22,23,0.56547904
GraphSAGE,2595,28,28,0.9326674
GraphSAGE,2596,24,24,0.75824493
GraphSAGE,2597,18,18,0.69104856
GraphSAGE,2598,24,16,0.4568533
GraphSAGE,2599,18,13,0.79108965
GraphSAGE,2600,16,16,0.17068987
GraphSAGE,2601,24,16,0.44041005
GraphSAGE,2602,6,3,0.74987304
GraphSAGE,2603,22,22,0.19623193
GraphSAGE,2604,16,16,0.6835079
GraphSAGE,2605,13,24,0.56647366
GraphSAGE,2606,28,28,0.4694807
GraphSAGE,2607,4,4,0.8729758
GraphSAGE,2608,16,16,0.63060164
GraphSAGE,2609,4,4,0.29961208
GraphSAGE,2610,34,34,0.6413274
GraphSAGE,2611,24,10,0.45401505
GraphSAGE,2612,27,16,0.7540511
GraphSAGE,2613,11,10,0.45063373
GraphSAGE,2614,30,30,0.9573183
GraphSAGE,2615,27,27,0.8497245
GraphSAGE,2616,2,10,0.8118969
GraphSAGE,2617,28,28,0.75190663
GraphSAGE,2618,30,30,0.58895403
GraphSAGE,2619,16,16,0.8614162
GraphSAGE,2620,4,4,0.79389
GraphSAGE,2621,36,36,0.82043666
GraphSAGE,2622,16,16,0.9211462
GraphSAGE,2623,4,4,0.9415966
GraphSAGE,2624,29,23,0.21327735
GraphSAGE,2625,16,16,0.5333521
GraphSAGE,2626,2,2,0.8572577
GraphSAGE,2627,16,16,0.7900801
GraphSAGE,2628,16,16,0.7946347
GraphSAGE,2629,16,16,0.8909774
GraphSAGE,2630,16,16,0.9006553
GraphSAGE,2979,16,16,0.8243283
GraphSAGE,3098,1,16,0.92319787
GraphSAGE,3102,16,16,0.85349584
GraphSAGE,3141,16,16,0.42433453
GraphSAGE,3173,19,24,0.35483515
GraphSAGE,3200,26,26,0.74124855
GraphSAGE,3206,37,16,0.3563467
GraphSAGE,3248,16,16,0.91581017
GraphSAGE,3256,25,25,0.72163993
GraphSAGE,3262,16,16,0.92605364
GraphSAGE,3271,31,31,0.5919897
GraphSAGE,3296,30,30,0.741643
GraphSAGE,3297,10,10,0.42629948
GraphSAGE,3298,19,24,0.531942
GraphSAGE,3299,33,2,0.5966273
GraphSAGE,3300,16,16,0.9107353
GraphSAGE,3301,16,16,0.9129874
GraphSAGE,3302,28,28,0.82433635
GraphSAGE,3303,16,16,0.5132526
GraphSAGE,3304,24,16,0.40334645
GraphSAGE,3305,24,16,0.35966313
GraphSAGE,3306,31,24,0.55933094
GraphSAGE,3307,16,16,0.8180951
GraphSAGE,3308,13,24,0.22428267
GraphSAGE,3309,16,16,0.9368484
GraphSAGE,3310,28,28,0.91950387
GraphSAGE,3311,4,8,0.81418073
GraphSAGE,3314,24,24,0.6377396
GraphSAGE,3315,30,30,0.7782216
GraphSAGE,3316,28,28,0.8409407
GraphSAGE,3317,24,24,0.9448094
GraphSAGE,3318,16,16,0.94496316
GraphSAGE,3319,4,24,0.23474723
GraphSAGE,3320,24,24,0.44294858
GraphSAGE,3321,38,38,0.89935243
GraphSAGE,3322,30,30,0.4509438
GraphSAGE,3323,16,16,0.8588847
GraphSAGE,3324,16,16,0.93847317
GraphSAGE,3325,34,34,0.8069172
GraphSAGE,3326,16,16,0.9084956
GraphSAGE,3327,6,30,0.27239984
GraphSAGE,3328,34,36,0.6015921
GraphSAGE,3329,19,19,0.44299015
GraphSAGE,3330,19,19,0.9807163
GraphSAGE,3331,26,26,0.4689894
GraphSAGE,3332,9,39,0.6650276
GraphSAGE,3334,16,24,0.46898422
GraphSAGE,3335,16,16,0.6573958
GraphSAGE,3336,23,23,0.93999505
GraphSAGE,3337,16,16,0.9304211
GraphSAGE,3338,16,16,0.87681973
GraphSAGE,3339,16,16,0.90392894
GraphSAGE,3340,3,3,0.6647033
GraphSAGE,3341,28,28,0.95001566
GraphSAGE,3342,28,28,0.922783
GraphSAGE,3343,8,24,0.4375548
GraphSAGE,3344,16,16,0.9189156
GraphSAGE,3345,16,16,0.44898963
GraphSAGE,3346,16,16,0.83681214
GraphSAGE,3347,28,8,0.93619347
GraphSAGE,3348,24,10,0.5002848
GraphSAGE,3349,16,24,0.47866243
GraphSAGE,3350,27,27,0.88603973
GraphSAGE,3351,5,5,0.41329634
GraphSAGE,3352,23,22,0.7580186
GraphSAGE,3353,10,10,0.7888443
GraphSAGE,3354,19,19,0.8878502
GraphSAGE,3355,16,16,0.40160906
GraphSAGE,3356,16,16,0.8576932
GraphSAGE,3357,27,27,0.91637486
GraphSAGE,3358,24,24,0.35529888
GraphSAGE,3359,16,16,0.7456766
GraphSAGE,3360,16,16,0.8151217
GraphSAGE,3361,24,10,0.37403023
GraphSAGE,3362,24,24,0.8171181
GraphSAGE,3363,13,13,0.8744116
GraphSAGE,3364,24,24,0.61799127
GraphSAGE,3365,30,30,0.9725114
GraphSAGE,3366,16,16,0.8750265
GraphSAGE,3367,16,16,0.89919335
GraphSAGE,3368,24,24,0.67688787
GraphSAGE,3369,24,24,0.79607606
GraphSAGE,3370,29,5,0.38204485
